"";"weights";"n_sim";"mu";"N";"lift";"sd";"power_ttest";"power_mwtest"
"1299";"9010";1000;100;50;100;1;1;1
"1300";"9901";1000;100;50;100;1;1;1
"1301";"5050";1000;100;50;1;2;0,411;0,401
"1302";"7525";1000;100;50;1;2;0,307;0,293
"1303";"9010";1000;100;50;1;2;0,132;0,152
"1304";"9901";1000;100;50;1;2;0,386;0,139
"1305";"5050";1000;100;50;2;2;0,912;0,925
"1306";"7525";1000;100;50;2;2;0,806;0,802
"1307";"9010";1000;100;50;2;2;0,412;0,48
"1308";"9901";1000;100;50;2;2;0,893;0,723
"1309";"5050";1000;100;50;3;2;0,999;0,998
"1310";"7525";1000;100;50;3;2;0,984;0,983
"1311";"9010";1000;100;50;3;2;0,69;0,836
"1312";"9901";1000;100;50;3;2;0,998;0,993
"1313";"5050";1000;100;50;4;2;1;1
"1314";"7525";1000;100;50;4;2;1;1
"1315";"9010";1000;100;50;4;2;0,927;0,97
"1316";"9901";1000;100;50;4;2;1;1
"1317";"5050";1000;100;50;5;2;1;1
"1318";"7525";1000;100;50;5;2;1;1
"1319";"9010";1000;100;50;5;2;0,977;0,999
"1320";"9901";1000;100;50;5;2;1;1
"1321";"5050";1000;100;50;6,00000000000001;2;1;1
"1322";"7525";1000;100;50;6,00000000000001;2;1;1
"1323";"9010";1000;100;50;6,00000000000001;2;0,998;1
"1324";"9901";1000;100;50;6,00000000000001;2;1;1
"1325";"5050";1000;100;50;7,00000000000001;2;1;1
"1326";"7525";1000;100;50;7,00000000000001;2;1;1
"1327";"9010";1000;100;50;7,00000000000001;2;1;1
"1328";"9901";1000;100;50;7,00000000000001;2;1;1
"1329";"5050";1000;100;50;8,00000000000001;2;1;1
"1330";"7525";1000;100;50;8,00000000000001;2;1;1
"1331";"9010";1000;100;50;8,00000000000001;2;1;1
"1332";"9901";1000;100;50;8,00000000000001;2;1;1
"1333";"5050";1000;100;50;9,00000000000001;2;1;1
"1334";"7525";1000;100;50;9,00000000000001;2;1;1
"1335";"9010";1000;100;50;9,00000000000001;2;1;1
"1336";"9901";1000;100;50;9,00000000000001;2;1;1
"1337";"5050";1000;100;50;10;2;1;1
"1338";"7525";1000;100;50;10;2;1;1
"1339";"9010";1000;100;50;10;2;1;1
"1340";"9901";1000;100;50;10;2;1;1
"1341";"5050";1000;100;50;20;2;1;1
"1342";"7525";1000;100;50;20;2;1;1
"1343";"9010";1000;100;50;20;2;1;1
"1344";"9901";1000;100;50;20;2;1;1
"1345";"5050";1000;100;50;50;2;1;1
"1346";"7525";1000;100;50;50;2;1;1
"1347";"9010";1000;100;50;50;2;1;1
"1348";"9901";1000;100;50;50;2;1;1
"1349";"5050";1000;100;50;100;2;1;1
"1350";"7525";1000;100;50;100;2;1;1
"1351";"9010";1000;100;50;100;2;1;1
"1352";"9901";1000;100;50;100;2;1;1
"1353";"5050";1000;100;50;1;5;0,102;0,092
"1354";"7525";1000;100;50;1;5;0,097;0,094
"1355";"9010";1000;100;50;1;5;0,068;0,065
"1356";"9901";1000;100;50;1;5;0,21;0,001
"1357";"5050";1000;100;50;2;5;0,269;0,289
"1358";"7525";1000;100;50;2;5;0,226;0,182
"1359";"9010";1000;100;50;2;5;0,119;0,119
"1360";"9901";1000;100;50;2;5;0,626;0,039
"1361";"5050";1000;100;50;3;5;0,565;0,549
"1362";"7525";1000;100;50;3;5;0,4;0,395
"1363";"9010";1000;100;50;3;5;0,196;0,236
"1364";"9901";1000;100;50;3;5;0,929;0,224
"1365";"5050";1000;100;50;4;5;0,805;0,762
"1366";"7525";1000;100;50;4;5;0,65;0,625
"1367";"9010";1000;100;50;4;5;0,293;0,327
"1368";"9901";1000;100;50;4;5;0,998;0,591
"1369";"5050";1000;100;50;5;5;0,927;0,915
"1370";"7525";1000;100;50;5;5;0,815;0,805
"1371";"9010";1000;100;50;5;5;0,413;0,5
"1372";"9901";1000;100;50;5;5;1;0,907
"1373";"5050";1000;100;50;6,00000000000001;5;0,987;0,984
"1374";"7525";1000;100;50;6,00000000000001;5;0,922;0,922
"1375";"9010";1000;100;50;6,00000000000001;5;0,524;0,645
"1376";"9901";1000;100;50;6,00000000000001;5;1;0,992
"1377";"5050";1000;100;50;7,00000000000001;5;0,998;0,997
"1378";"7525";1000;100;50;7,00000000000001;5;0,97;0,973
"1379";"9010";1000;100;50;7,00000000000001;5;0,651;0,776
"1380";"9901";1000;100;50;7,00000000000001;5;1;1
"1381";"5050";1000;100;50;8,00000000000001;5;1;1
"1382";"7525";1000;100;50;8,00000000000001;5;0,995;0,998
"1383";"9010";1000;100;50;8,00000000000001;5;0,747;0,873
"1384";"9901";1000;100;50;8,00000000000001;5;1;1
"1385";"5050";1000;100;50;9,00000000000001;5;1;1
"1386";"7525";1000;100;50;9,00000000000001;5;0,999;0,999
"1387";"9010";1000;100;50;9,00000000000001;5;0,853;0,949
"1388";"9901";1000;100;50;9,00000000000001;5;1;1
"1389";"5050";1000;100;50;10;5;1;1
"1390";"7525";1000;100;50;10;5;1;0,999
"1391";"9010";1000;100;50;10;5;0,909;0,979
"1392";"9901";1000;100;50;10;5;1;1
"1393";"5050";1000;100;50;20;5;1;1
"1394";"7525";1000;100;50;20;5;1;1
"1395";"9010";1000;100;50;20;5;1;1
"1396";"9901";1000;100;50;20;5;1;1
"1397";"5050";1000;100;50;50;5;1;1
"1398";"7525";1000;100;50;50;5;1;1
"1399";"9010";1000;100;50;50;5;1;1
"1400";"9901";1000;100;50;50;5;1;1
"1401";"5050";1000;100;50;100;5;1;1
"1402";"7525";1000;100;50;100;5;1;1
"1403";"9010";1000;100;50;100;5;1;1
"1404";"9901";1000;100;50;100;5;1;1
"1405";"5050";1000;100;50;1;10;0,064;0,062
"1406";"7525";1000;100;50;1;10;0,061;0,064
"1407";"9010";1000;100;50;1;10;0,067;0,044
"1408";"9901";1000;100;50;1;10;0,088;0
"1409";"5050";1000;100;50;2;10;0,099;0,09
"1410";"7525";1000;100;50;2;10;0,082;0,087
"1411";"9010";1000;100;50;2;10;0,069;0,065
"1412";"9901";1000;100;50;2;10;0,249;0,001
"1413";"5050";1000;100;50;3;10;0,175;0,166
"1414";"7525";1000;100;50;3;10;0,117;0,14
"1415";"9010";1000;100;50;3;10;0,096;0,079
"1416";"9901";1000;100;50;3;10;0,497;0,017
"1417";"5050";1000;100;50;4;10;0,316;0,261
"1418";"7525";1000;100;50;4;10;0,207;0,225
"1419";"9010";1000;100;50;4;10;0,113;0,114
"1420";"9901";1000;100;50;4;10;0,757;0,043
"1421";"5050";1000;100;50;5;10;0,393;0,395
"1422";"7525";1000;100;50;5;10;0,297;0,259
"1423";"9010";1000;100;50;5;10;0,155;0,196
"1424";"9901";1000;100;50;5;10;0,907;0,112
"1425";"5050";1000;100;50;6,00000000000001;10;0,574;0,508
"1426";"7525";1000;100;50;6,00000000000001;10;0,43;0,381
"1427";"9010";1000;100;50;6,00000000000001;10;0,186;0,222
"1428";"9901";1000;100;50;6,00000000000001;10;0,98;0,219
"1429";"5050";1000;100;50;7,00000000000001;10;0,669;0,66
"1430";"7525";1000;100;50;7,00000000000001;10;0,484;0,527
"1431";"9010";1000;100;50;7,00000000000001;10;0,226;0,278
"1432";"9901";1000;100;50;7,00000000000001;10;0,994;0,449
"1433";"5050";1000;100;50;8,00000000000001;10;0,798;0,77
"1434";"7525";1000;100;50;8,00000000000001;10;0,601;0,653
"1435";"9010";1000;100;50;8,00000000000001;10;0,281;0,349
"1436";"9901";1000;100;50;8,00000000000001;10;1;0,633
"1437";"5050";1000;100;50;9,00000000000001;10;0,852;0,869
"1438";"7525";1000;100;50;9,00000000000001;10;0,726;0,745
"1439";"9010";1000;100;50;9,00000000000001;10;0,349;0,411
"1440";"9901";1000;100;50;9,00000000000001;10;1;0,792
"1441";"5050";1000;100;50;10;10;0,923;0,91
"1442";"7525";1000;100;50;10;10;0,804;0,805
"1443";"9010";1000;100;50;10;10;0,39;0,512
"1444";"9901";1000;100;50;10;10;1;0,906
"1445";"5050";1000;100;50;20;10;1;1
"1446";"7525";1000;100;50;20;10;1;1
"1447";"9010";1000;100;50;20;10;0,929;0,966
"1448";"9901";1000;100;50;20;10;1;1
"1449";"5050";1000;100;50;50;10;1;1
"1450";"7525";1000;100;50;50;10;1;1
"1451";"9010";1000;100;50;50;10;1;1
"1452";"9901";1000;100;50;50;10;1;1
"1453";"5050";1000;100;50;100;10;1;1
"1454";"7525";1000;100;50;100;10;1;1
"1455";"9010";1000;100;50;100;10;1;1
"1456";"9901";1000;100;50;100;10;1;1
"1457";"5050";1000;1;100;1;1;0,034;0,041
"1458";"7525";1000;1;100;1;1;0,045;0,058
"1459";"9010";1000;1;100;1;1;0,061;0,054
"1460";"9901";1000;1;100;1;1;0,044;0,05
"1461";"5050";1000;1;100;2;1;0,049;0,051
"1462";"7525";1000;1;100;2;1;0,048;0,058
"1463";"9010";1000;1;100;2;1;0,065;0,042
"1464";"9901";1000;1;100;2;1;0,058;0,042
"1465";"5050";1000;1;100;3;1;0,043;0,052
"1466";"7525";1000;1;100;3;1;0,053;0,046
"1467";"9010";1000;1;100;3;1;0,044;0,06
"1468";"9901";1000;1;100;3;1;0,059;0,033
"1469";"5050";1000;1;100;4;1;0,047;0,044
"1470";"7525";1000;1;100;4;1;0,056;0,06
"1471";"9010";1000;1;100;4;1;0,052;0,06
"1472";"9901";1000;1;100;4;1;0,059;0,046
"1473";"5050";1000;1;100;5;1;0,049;0,06
"1474";"7525";1000;1;100;5;1;0,057;0,043
"1475";"9010";1000;1;100;5;1;0,055;0,058
"1476";"9901";1000;1;100;5;1;0,051;0,046
"1477";"5050";1000;1;100;6,00000000000001;1;0,052;0,062
"1478";"7525";1000;1;100;6,00000000000001;1;0,057;0,073
"1479";"9010";1000;1;100;6,00000000000001;1;0,053;0,051
"1480";"9901";1000;1;100;6,00000000000001;1;0,052;0,053
"1481";"5050";1000;1;100;7,00000000000001;1;0,06;0,069
"1482";"7525";1000;1;100;7,00000000000001;1;0,05;0,061
"1483";"9010";1000;1;100;7,00000000000001;1;0,064;0,055
"1484";"9901";1000;1;100;7,00000000000001;1;0,074;0,04
"1485";"5050";1000;1;100;8,00000000000001;1;0,078;0,064
"1486";"7525";1000;1;100;8,00000000000001;1;0,064;0,07
"1487";"9010";1000;1;100;8,00000000000001;1;0,052;0,041
"1488";"9901";1000;1;100;8,00000000000001;1;0,052;0,052
"1489";"5050";1000;1;100;9,00000000000001;1;0,075;0,063
"1490";"7525";1000;1;100;9,00000000000001;1;0,061;0,069
"1491";"9010";1000;1;100;9,00000000000001;1;0,057;0,045
"1492";"9901";1000;1;100;9,00000000000001;1;0,064;0,057
"1493";"5050";1000;1;100;10;1;0,089;0,077
"1494";"7525";1000;1;100;10;1;0,072;0,07
"1495";"9010";1000;1;100;10;1;0,055;0,06
"1496";"9901";1000;1;100;10;1;0,062;0,048
"1497";"5050";1000;1;100;20;1;0,161;0,172
"1498";"7525";1000;1;100;20;1;0,145;0,117
"1499";"9010";1000;1;100;20;1;0,095;0,086
"1500";"9901";1000;1;100;20;1;0,071;0,063
"1501";"5050";1000;1;100;50;1;0,688;0,692
"1502";"7525";1000;1;100;50;1;0,581;0,571
"1503";"9010";1000;1;100;50;1;0,29;0,3
"1504";"9901";1000;1;100;50;1;0,136;0,163
"1505";"5050";1000;1;100;100;1;0,998;0,997
"1506";"7525";1000;1;100;100;1;0,989;0,992
"1507";"9010";1000;1;100;100;1;0,793;0,821
"1508";"9901";1000;1;100;100;1;0,443;0,528
"1509";"5050";1000;1;100;1;2;0,052;0,041
"1510";"7525";1000;1;100;1;2;0,044;0,052
"1511";"9010";1000;1;100;1;2;0,06;0,036
"1512";"9901";1000;1;100;1;2;0,057;0,007
"1513";"5050";1000;1;100;2;2;0,052;0,042
"1514";"7525";1000;1;100;2;2;0,046;0,04
"1515";"9010";1000;1;100;2;2;0,053;0,045
"1516";"9901";1000;1;100;2;2;0,068;0,004
"1517";"5050";1000;1;100;3;2;0,048;0,054
"1518";"7525";1000;1;100;3;2;0,049;0,056
"1519";"9010";1000;1;100;3;2;0,044;0,055
"1520";"9901";1000;1;100;3;2;0,054;0,004
"1521";"5050";1000;1;100;4;2;0,043;0,042
"1522";"7525";1000;1;100;4;2;0,057;0,052
"1523";"9010";1000;1;100;4;2;0,047;0,047
"1524";"9901";1000;1;100;4;2;0,074;0
"1525";"5050";1000;1;100;5;2;0,054;0,053
"1526";"7525";1000;1;100;5;2;0,043;0,053
"1527";"9010";1000;1;100;5;2;0,044;0,046
"1528";"9901";1000;1;100;5;2;0,052;0
"1529";"5050";1000;1;100;6,00000000000001;2;0,059;0,055
"1530";"7525";1000;1;100;6,00000000000001;2;0,055;0,044
"1531";"9010";1000;1;100;6,00000000000001;2;0,053;0,048
"1532";"9901";1000;1;100;6,00000000000001;2;0,059;0,002
"1533";"5050";1000;1;100;7,00000000000001;2;0,054;0,055
"1534";"7525";1000;1;100;7,00000000000001;2;0,045;0,052
"1535";"9010";1000;1;100;7,00000000000001;2;0,047;0,052
"1536";"9901";1000;1;100;7,00000000000001;2;0,06;0,002
"1537";"5050";1000;1;100;8,00000000000001;2;0,059;0,051
"1538";"7525";1000;1;100;8,00000000000001;2;0,054;0,052
"1539";"9010";1000;1;100;8,00000000000001;2;0,046;0,043
"1540";"9901";1000;1;100;8,00000000000001;2;0,06;0,002
"1541";"5050";1000;1;100;9,00000000000001;2;0,046;0,042
"1542";"7525";1000;1;100;9,00000000000001;2;0,051;0,058
"1543";"9010";1000;1;100;9,00000000000001;2;0,058;0,043
"1544";"9901";1000;1;100;9,00000000000001;2;0,077;0
"1545";"5050";1000;1;100;10;2;0,055;0,055
"1546";"7525";1000;1;100;10;2;0,049;0,068
"1547";"9010";1000;1;100;10;2;0,058;0,041
"1548";"9901";1000;1;100;10;2;0,074;0,003
"1549";"5050";1000;1;100;20;2;0,066;0,08
"1550";"7525";1000;1;100;20;2;0,087;0,075
"1551";"9010";1000;1;100;20;2;0,063;0,06
"1552";"9901";1000;1;100;20;2;0,062;0,007
"1553";"5050";1000;1;100;50;2;0,243;0,205
"1554";"7525";1000;1;100;50;2;0,198;0,163
"1555";"9010";1000;1;100;50;2;0,106;0,1
"1556";"9901";1000;1;100;50;2;0,153;0,021
"1557";"5050";1000;1;100;100;2;0,686;0,654
"1558";"7525";1000;1;100;100;2;0,559;0,562
"1559";"9010";1000;1;100;100;2;0,297;0,288
"1560";"9901";1000;1;100;100;2;0,407;0,139
"1561";"5050";1000;1;100;1;5;0,053;0,048
"1562";"7525";1000;1;100;1;5;0,05;0,043
"1563";"9010";1000;1;100;1;5;0,05;0,047
"1564";"9901";1000;1;100;1;5;0,042;0
"1565";"5050";1000;1;100;2;5;0,043;0,054
"1566";"7525";1000;1;100;2;5;0,048;0,054
"1567";"9010";1000;1;100;2;5;0,043;0,042
"1568";"9901";1000;1;100;2;5;0,051;0
"1569";"5050";1000;1;100;3;5;0,042;0,052
"1570";"7525";1000;1;100;3;5;0,05;0,045
"1571";"9010";1000;1;100;3;5;0,051;0,044
"1572";"9901";1000;1;100;3;5;0,054;0
"1573";"5050";1000;1;100;4;5;0,053;0,058
"1574";"7525";1000;1;100;4;5;0,057;0,054
"1575";"9010";1000;1;100;4;5;0,038;0,047
"1576";"9901";1000;1;100;4;5;0,058;0
"1577";"5050";1000;1;100;5;5;0,036;0,052
"1578";"7525";1000;1;100;5;5;0,062;0,047
"1579";"9010";1000;1;100;5;5;0,052;0,047
"1580";"9901";1000;1;100;5;5;0,049;0
"1581";"5050";1000;1;100;6,00000000000001;5;0,049;0,058
"1582";"7525";1000;1;100;6,00000000000001;5;0,046;0,069
"1583";"9010";1000;1;100;6,00000000000001;5;0,052;0,05
"1584";"9901";1000;1;100;6,00000000000001;5;0,06;0
"1585";"5050";1000;1;100;7,00000000000001;5;0,062;0,032
"1586";"7525";1000;1;100;7,00000000000001;5;0,047;0,05
"1587";"9010";1000;1;100;7,00000000000001;5;0,052;0,049
"1588";"9901";1000;1;100;7,00000000000001;5;0,044;0
"1589";"5050";1000;1;100;8,00000000000001;5;0,052;0,052
"1590";"7525";1000;1;100;8,00000000000001;5;0,049;0,056
"1591";"9010";1000;1;100;8,00000000000001;5;0,049;0,06
"1592";"9901";1000;1;100;8,00000000000001;5;0,064;0
"1593";"5050";1000;1;100;9,00000000000001;5;0,056;0,038
"1594";"7525";1000;1;100;9,00000000000001;5;0,048;0,056
"1595";"9010";1000;1;100;9,00000000000001;5;0,051;0,029
"1596";"9901";1000;1;100;9,00000000000001;5;0,047;0
"1597";"5050";1000;1;100;10;5;0,055;0,064
"1598";"7525";1000;1;100;10;5;0,04;0,051
"1599";"9010";1000;1;100;10;5;0,049;0,044
"1600";"9901";1000;1;100;10;5;0,054;0
"1601";"5050";1000;1;100;20;5;0,065;0,056
"1602";"7525";1000;1;100;20;5;0,035;0,046
"1603";"9010";1000;1;100;20;5;0,062;0,045
"1604";"9901";1000;1;100;20;5;0,062;0
"1605";"5050";1000;1;100;50;5;0,076;0,06
"1606";"7525";1000;1;100;50;5;0,063;0,076
"1607";"9010";1000;1;100;50;5;0,057;0,059
"1608";"9901";1000;1;100;50;5;0,119;0
"1609";"5050";1000;1;100;100;5;0,184;0,169
"1610";"7525";1000;1;100;100;5;0,133;0,136
"1611";"9010";1000;1;100;100;5;0,082;0,077
"1612";"9901";1000;1;100;100;5;0,307;0
"1613";"5050";1000;1;100;1;10;0,047;0,053
"1614";"7525";1000;1;100;1;10;0,053;0,037
"1615";"9010";1000;1;100;1;10;0,054;0,049
"1616";"9901";1000;1;100;1;10;0,053;0
"1617";"5050";1000;1;100;2;10;0,05;0,057
"1618";"7525";1000;1;100;2;10;0,041;0,049
"1619";"9010";1000;1;100;2;10;0,052;0,046
"1620";"9901";1000;1;100;2;10;0,055;0
"1621";"5050";1000;1;100;3;10;0,056;0,048
"1622";"7525";1000;1;100;3;10;0,058;0,054
"1623";"9010";1000;1;100;3;10;0,052;0,05
"1624";"9901";1000;1;100;3;10;0,05;0
"1625";"5050";1000;1;100;4;10;0,047;0,047
"1626";"7525";1000;1;100;4;10;0,054;0,053
"1627";"9010";1000;1;100;4;10;0,055;0,052
"1628";"9901";1000;1;100;4;10;0,044;0
"1629";"5050";1000;1;100;5;10;0,046;0,053
"1630";"7525";1000;1;100;5;10;0,043;0,049
"1631";"9010";1000;1;100;5;10;0,037;0,038
"1632";"9901";1000;1;100;5;10;0,046;0
"1633";"5050";1000;1;100;6,00000000000001;10;0,045;0,051
"1634";"7525";1000;1;100;6,00000000000001;10;0,05;0,053
"1635";"9010";1000;1;100;6,00000000000001;10;0,05;0,045
"1636";"9901";1000;1;100;6,00000000000001;10;0,057;0
"1637";"5050";1000;1;100;7,00000000000001;10;0,051;0,044
"1638";"7525";1000;1;100;7,00000000000001;10;0,057;0,052
"1639";"9010";1000;1;100;7,00000000000001;10;0,046;0,053
"1640";"9901";1000;1;100;7,00000000000001;10;0,055;0
"1641";"5050";1000;1;100;8,00000000000001;10;0,04;0,061
"1642";"7525";1000;1;100;8,00000000000001;10;0,057;0,053
"1643";"9010";1000;1;100;8,00000000000001;10;0,046;0,05
"1644";"9901";1000;1;100;8,00000000000001;10;0,05;0
"1645";"5050";1000;1;100;9,00000000000001;10;0,052;0,048
"1646";"7525";1000;1;100;9,00000000000001;10;0,047;0,046
"1647";"9010";1000;1;100;9,00000000000001;10;0,037;0,044
"1648";"9901";1000;1;100;9,00000000000001;10;0,051;0
"1649";"5050";1000;1;100;10;10;0,042;0,05
"1650";"7525";1000;1;100;10;10;0,058;0,051
"1651";"9010";1000;1;100;10;10;0,064;0,039
"1652";"9901";1000;1;100;10;10;0,047;0
"1653";"5050";1000;1;100;20;10;0,04;0,044
"1654";"7525";1000;1;100;20;10;0,05;0,047
"1655";"9010";1000;1;100;20;10;0,043;0,049
"1656";"9901";1000;1;100;20;10;0,07;0
"1657";"5050";1000;1;100;50;10;0,056;0,052
"1658";"7525";1000;1;100;50;10;0,054;0,059
"1659";"9010";1000;1;100;50;10;0,051;0,045
"1660";"9901";1000;1;100;50;10;0,076;0
"1661";"5050";1000;1;100;100;10;0,077;0,072
"1662";"7525";1000;1;100;100;10;0,072;0,069
"1663";"9010";1000;1;100;100;10;0,064;0,062
"1664";"9901";1000;1;100;100;10;0,144;0
"1665";"5050";1000;2;100;1;1;0,053;0,053
"1666";"7525";1000;2;100;1;1;0,044;0,035
"1667";"9010";1000;2;100;1;1;0,052;0,051
"1668";"9901";1000;2;100;1;1;0,064;0,047
"1669";"5050";1000;2;100;2;1;0,037;0,065
"1670";"7525";1000;2;100;2;1;0,053;0,056
"1671";"9010";1000;2;100;2;1;0,051;0,051
"1672";"9901";1000;2;100;2;1;0,053;0,046
"1673";"5050";1000;2;100;3;1;0,059;0,047
"1674";"7525";1000;2;100;3;1;0,044;0,056
"1675";"9010";1000;2;100;3;1;0,07;0,045
"1676";"9901";1000;2;100;3;1;0,059;0,053
"1677";"5050";1000;2;100;4;1;0,055;0,05
"1678";"7525";1000;2;100;4;1;0,063;0,062
"1679";"9010";1000;2;100;4;1;0,05;0,054
"1680";"9901";1000;2;100;4;1;0,054;0,051
"1681";"5050";1000;2;100;5;1;0,084;0,082
"1682";"7525";1000;2;100;5;1;0,079;0,077
"1683";"9010";1000;2;100;5;1;0,067;0,062
"1684";"9901";1000;2;100;5;1;0,06;0,054
"1685";"5050";1000;2;100;6,00000000000001;1;0,087;0,076
"1686";"7525";1000;2;100;6,00000000000001;1;0,073;0,064
"1687";"9010";1000;2;100;6,00000000000001;1;0,066;0,065
"1688";"9901";1000;2;100;6,00000000000001;1;0,062;0,061
"1689";"5050";1000;2;100;7,00000000000001;1;0,113;0,109
"1690";"7525";1000;2;100;7,00000000000001;1;0,091;0,087
"1691";"9010";1000;2;100;7,00000000000001;1;0,058;0,083
"1692";"9901";1000;2;100;7,00000000000001;1;0,068;0,054
"1693";"5050";1000;2;100;8,00000000000001;1;0,131;0,111
"1694";"7525";1000;2;100;8,00000000000001;1;0,105;0,107
"1695";"9010";1000;2;100;8,00000000000001;1;0,078;0,071
"1696";"9901";1000;2;100;8,00000000000001;1;0,06;0,05
"1697";"5050";1000;2;100;9,00000000000001;1;0,157;0,132
"1698";"7525";1000;2;100;9,00000000000001;1;0,108;0,127
"1699";"9010";1000;2;100;9,00000000000001;1;0,087;0,07
"1700";"9901";1000;2;100;9,00000000000001;1;0,058;0,067
"1701";"5050";1000;2;100;10;1;0,183;0,145
"1702";"7525";1000;2;100;10;1;0,142;0,132
"1703";"9010";1000;2;100;10;1;0,077;0,099
"1704";"9901";1000;2;100;10;1;0,081;0,065
"1705";"5050";1000;2;100;20;1;0,501;0,497
"1706";"7525";1000;2;100;20;1;0,38;0,374
"1707";"9010";1000;2;100;20;1;0,196;0,207
"1708";"9901";1000;2;100;20;1;0,128;0,117
"1709";"5050";1000;2;100;50;1;0,998;0,998
"1710";"7525";1000;2;100;50;1;0,986;0,986
"1711";"9010";1000;2;100;50;1;0,77;0,84
"1712";"9901";1000;2;100;50;1;0,414;0,528
"1713";"5050";1000;2;100;100;1;1;1
"1714";"7525";1000;2;100;100;1;1;1
"1715";"9010";1000;2;100;100;1;1;1
"1716";"9901";1000;2;100;100;1;0,92;0,985
"1717";"5050";1000;2;100;1;2;0,046;0,061
"1718";"7525";1000;2;100;1;2;0,058;0,042
"1719";"9010";1000;2;100;1;2;0,052;0,047
"1720";"9901";1000;2;100;1;2;0,061;0,001
"1721";"5050";1000;2;100;2;2;0,037;0,051
"1722";"7525";1000;2;100;2;2;0,047;0,047
"1723";"9010";1000;2;100;2;2;0,052;0,063
"1724";"9901";1000;2;100;2;2;0,067;0,002
"1725";"5050";1000;2;100;3;2;0,047;0,05
"1726";"7525";1000;2;100;3;2;0,056;0,056
"1727";"9010";1000;2;100;3;2;0,043;0,05
"1728";"9901";1000;2;100;3;2;0,07;0,004
"1729";"5050";1000;2;100;4;2;0,054;0,058
"1730";"7525";1000;2;100;4;2;0,05;0,046
"1731";"9010";1000;2;100;4;2;0,057;0,056
"1732";"9901";1000;2;100;4;2;0,065;0,005
"1733";"5050";1000;2;100;5;2;0,062;0,056
"1734";"7525";1000;2;100;5;2;0,054;0,056
"1735";"9010";1000;2;100;5;2;0,052;0,047
"1736";"9901";1000;2;100;5;2;0,053;0,004
"1737";"5050";1000;2;100;6,00000000000001;2;0,053;0,054
"1738";"7525";1000;2;100;6,00000000000001;2;0,053;0,054
"1739";"9010";1000;2;100;6,00000000000001;2;0,049;0,051
"1740";"9901";1000;2;100;6,00000000000001;2;0,051;0,004
"1741";"5050";1000;2;100;7,00000000000001;2;0,065;0,053
"1742";"7525";1000;2;100;7,00000000000001;2;0,061;0,068
"1743";"9010";1000;2;100;7,00000000000001;2;0,058;0,051
"1744";"9901";1000;2;100;7,00000000000001;2;0,069;0,004
"1745";"5050";1000;2;100;8,00000000000001;2;0,065;0,062
"1746";"7525";1000;2;100;8,00000000000001;2;0,078;0,071
"1747";"9010";1000;2;100;8,00000000000001;2;0,067;0,054
"1748";"9901";1000;2;100;8,00000000000001;2;0,075;0,005
"1749";"5050";1000;2;100;9,00000000000001;2;0,069;0,066
"1750";"7525";1000;2;100;9,00000000000001;2;0,063;0,066
"1751";"9010";1000;2;100;9,00000000000001;2;0,051;0,047
"1752";"9901";1000;2;100;9,00000000000001;2;0,082;0,003
"1753";"5050";1000;2;100;10;2;0,081;0,081
"1754";"7525";1000;2;100;10;2;0,075;0,073
"1755";"9010";1000;2;100;10;2;0,062;0,057
"1756";"9901";1000;2;100;10;2;0,067;0,007
"1757";"5050";1000;2;100;20;2;0,154;0,142
"1758";"7525";1000;2;100;20;2;0,149;0,14
"1759";"9010";1000;2;100;20;2;0,083;0,09
"1760";"9901";1000;2;100;20;2;0,125;0,008
"1761";"5050";1000;2;100;50;2;0,682;0,696
"1762";"7525";1000;2;100;50;2;0,575;0,529
"1763";"9010";1000;2;100;50;2;0,296;0,291
"1764";"9901";1000;2;100;50;2;0,42;0,155
"1765";"5050";1000;2;100;100;2;1;1
"1766";"7525";1000;2;100;100;2;0,98;0,985
"1767";"9010";1000;2;100;100;2;0,779;0,811
"1768";"9901";1000;2;100;100;2;0,914;0,804
"1769";"5050";1000;2;100;1;5;0,043;0,049
"1770";"7525";1000;2;100;1;5;0,049;0,06
"1771";"9010";1000;2;100;1;5;0,051;0,057
"1772";"9901";1000;2;100;1;5;0,06;0
"1773";"5050";1000;2;100;2;5;0,055;0,053
"1774";"7525";1000;2;100;2;5;0,045;0,051
"1775";"9010";1000;2;100;2;5;0,065;0,052
"1776";"9901";1000;2;100;2;5;0,051;0
"1777";"5050";1000;2;100;3;5;0,056;0,051
"1778";"7525";1000;2;100;3;5;0,052;0,048
"1779";"9010";1000;2;100;3;5;0,04;0,041
"1780";"9901";1000;2;100;3;5;0,058;0
"1781";"5050";1000;2;100;4;5;0,049;0,042
"1782";"7525";1000;2;100;4;5;0,058;0,047
"1783";"9010";1000;2;100;4;5;0,048;0,037
"1784";"9901";1000;2;100;4;5;0,049;0
"1785";"5050";1000;2;100;5;5;0,057;0,047
"1786";"7525";1000;2;100;5;5;0,062;0,059
"1787";"9010";1000;2;100;5;5;0,045;0,053
"1788";"9901";1000;2;100;5;5;0,045;0
"1789";"5050";1000;2;100;6,00000000000001;5;0,061;0,049
"1790";"7525";1000;2;100;6,00000000000001;5;0,054;0,064
"1791";"9010";1000;2;100;6,00000000000001;5;0,056;0,038
"1792";"9901";1000;2;100;6,00000000000001;5;0,061;0
"1793";"5050";1000;2;100;7,00000000000001;5;0,051;0,053
"1794";"7525";1000;2;100;7,00000000000001;5;0,049;0,046
"1795";"9010";1000;2;100;7,00000000000001;5;0,053;0,046
