"";"weights";"n_sim";"mu";"N";"lift";"sd";"power_ttest";"power_mwtest"
"7564";"9901";1000;2;10000;6,00000000000001;2;0,23;0,027
"7565";"5050";1000;2;10000;7,00000000000001;2;0,938;0,937
"7566";"7525";1000;2;10000;7,00000000000001;2;0,869;0,833
"7567";"9010";1000;2;10000;7,00000000000001;2;0,548;0,549
"7568";"9901";1000;2;10000;7,00000000000001;2;0,264;0,038
"7569";"5050";1000;2;10000;8,00000000000001;2;0,982;0,973
"7570";"7525";1000;2;10000;8,00000000000001;2;0,933;0,919
"7571";"9010";1000;2;10000;8,00000000000001;2;0,695;0,639
"7572";"9901";1000;2;10000;8,00000000000001;2;0,326;0,066
"7573";"5050";1000;2;10000;9,00000000000001;2;0,993;0,996
"7574";"7525";1000;2;10000;9,00000000000001;2;0,97;0,967
"7575";"9010";1000;2;10000;9,00000000000001;2;0,78;0,766
"7576";"9901";1000;2;10000;9,00000000000001;2;0,426;0,088
"7577";"5050";1000;2;10000;10;2;0,999;0,997
"7578";"7525";1000;2;10000;10;2;0,99;0,988
"7579";"9010";1000;2;10000;10;2;0,843;0,818
"7580";"9901";1000;2;10000;10;2;0,492;0,137
"7581";"5050";1000;2;10000;20;2;1;1
"7582";"7525";1000;2;10000;20;2;1;1
"7583";"9010";1000;2;10000;20;2;1;1
"7584";"9901";1000;2;10000;20;2;0,972;0,775
"7585";"5050";1000;2;10000;50;2;1;1
"7586";"7525";1000;2;10000;50;2;1;1
"7587";"9010";1000;2;10000;50;2;1;1
"7588";"9901";1000;2;10000;50;2;1;1
"7589";"5050";1000;2;10000;100;2;1;1
"7590";"7525";1000;2;10000;100;2;1;1
"7591";"9010";1000;2;10000;100;2;1;1
"7592";"9901";1000;2;10000;100;2;1;1
"7593";"5050";1000;2;10000;1;5;0,052;0,065
"7594";"7525";1000;2;10000;1;5;0,043;0,069
"7595";"9010";1000;2;10000;1;5;0,049;0,07
"7596";"9901";1000;2;10000;1;5;0,05;0
"7597";"5050";1000;2;10000;2;5;0,081;0,061
"7598";"7525";1000;2;10000;2;5;0,071;0,061
"7599";"9010";1000;2;10000;2;5;0,056;0,062
"7600";"9901";1000;2;10000;2;5;0,085;0
"7601";"5050";1000;2;10000;3;5;0,075;0,085
"7602";"7525";1000;2;10000;3;5;0,073;0,095
"7603";"9010";1000;2;10000;3;5;0,064;0,054
"7604";"9901";1000;2;10000;3;5;0,077;0
"7605";"5050";1000;2;10000;4;5;0,126;0,122
"7606";"7525";1000;2;10000;4;5;0,092;0,103
"7607";"9010";1000;2;10000;4;5;0,068;0,084
"7608";"9901";1000;2;10000;4;5;0,125;0
"7609";"5050";1000;2;10000;5;5;0,178;0,163
"7610";"7525";1000;2;10000;5;5;0,135;0,137
"7611";"9010";1000;2;10000;5;5;0,093;0,092
"7612";"9901";1000;2;10000;5;5;0,154;0
"7613";"5050";1000;2;10000;6,00000000000001;5;0,257;0,235
"7614";"7525";1000;2;10000;6,00000000000001;5;0,187;0,175
"7615";"9010";1000;2;10000;6,00000000000001;5;0,12;0,101
"7616";"9901";1000;2;10000;6,00000000000001;5;0,172;0
"7617";"5050";1000;2;10000;7,00000000000001;5;0,301;0,305
"7618";"7525";1000;2;10000;7,00000000000001;5;0,212;0,199
"7619";"9010";1000;2;10000;7,00000000000001;5;0,141;0,13
"7620";"9901";1000;2;10000;7,00000000000001;5;0,219;0
"7621";"5050";1000;2;10000;8,00000000000001;5;0,372;0,338
"7622";"7525";1000;2;10000;8,00000000000001;5;0,28;0,287
"7623";"9010";1000;2;10000;8,00000000000001;5;0,15;0,163
"7624";"9901";1000;2;10000;8,00000000000001;5;0,304;0
"7625";"5050";1000;2;10000;9,00000000000001;5;0,42;0,435
"7626";"7525";1000;2;10000;9,00000000000001;5;0,384;0,319
"7627";"9010";1000;2;10000;9,00000000000001;5;0,187;0,183
"7628";"9901";1000;2;10000;9,00000000000001;5;0,357;0
"7629";"5050";1000;2;10000;10;5;0,509;0,528
"7630";"7525";1000;2;10000;10;5;0,415;0,394
"7631";"9010";1000;2;10000;10;5;0,22;0,236
"7632";"9901";1000;2;10000;10;5;0,386;0
"7633";"5050";1000;2;10000;20;5;0,973;0,969
"7634";"7525";1000;2;10000;20;5;0,945;0,923
"7635";"9010";1000;2;10000;20;5;0,674;0,64
"7636";"9901";1000;2;10000;20;5;0,947;0
"7637";"5050";1000;2;10000;50;5;1;1
"7638";"7525";1000;2;10000;50;5;1;1
"7639";"9010";1000;2;10000;50;5;1;1
"7640";"9901";1000;2;10000;50;5;1;0,992
"7641";"5050";1000;2;10000;100;5;1;1
"7642";"7525";1000;2;10000;100;5;1;1
"7643";"9010";1000;2;10000;100;5;1;1
"7644";"9901";1000;2;10000;100;5;1;1
"7645";"5050";1000;2;10000;1;10;0,048;0,053
"7646";"7525";1000;2;10000;1;10;0,056;0,048
"7647";"9010";1000;2;10000;1;10;0,054;0,062
"7648";"9901";1000;2;10000;1;10;0,055;0
"7649";"5050";1000;2;10000;2;10;0,049;0,053
"7650";"7525";1000;2;10000;2;10;0,059;0,062
"7651";"9010";1000;2;10000;2;10;0,07;0,047
"7652";"9901";1000;2;10000;2;10;0,063;0
"7653";"5050";1000;2;10000;3;10;0,064;0,059
"7654";"7525";1000;2;10000;3;10;0,058;0,058
"7655";"9010";1000;2;10000;3;10;0,043;0,042
"7656";"9901";1000;2;10000;3;10;0,073;0
"7657";"5050";1000;2;10000;4;10;0,062;0,078
"7658";"7525";1000;2;10000;4;10;0,075;0,066
"7659";"9010";1000;2;10000;4;10;0,046;0,053
"7660";"9901";1000;2;10000;4;10;0,081;0
"7661";"5050";1000;2;10000;5;10;0,062;0,078
"7662";"7525";1000;2;10000;5;10;0,08;0,063
"7663";"9010";1000;2;10000;5;10;0,059;0,068
"7664";"9901";1000;2;10000;5;10;0,107;0
"7665";"5050";1000;2;10000;6,00000000000001;10;0,104;0,093
"7666";"7525";1000;2;10000;6,00000000000001;10;0,08;0,094
"7667";"9010";1000;2;10000;6,00000000000001;10;0,079;0,063
"7668";"9901";1000;2;10000;6,00000000000001;10;0,126;0
"7669";"5050";1000;2;10000;7,00000000000001;10;0,105;0,113
"7670";"7525";1000;2;10000;7,00000000000001;10;0,09;0,084
"7671";"9010";1000;2;10000;7,00000000000001;10;0,051;0,074
"7672";"9901";1000;2;10000;7,00000000000001;10;0,172;0
"7673";"5050";1000;2;10000;8,00000000000001;10;0,141;0,123
"7674";"7525";1000;2;10000;8,00000000000001;10;0,094;0,103
"7675";"9010";1000;2;10000;8,00000000000001;10;0,073;0,07
"7676";"9901";1000;2;10000;8,00000000000001;10;0,219;0
"7677";"5050";1000;2;10000;9,00000000000001;10;0,129;0,154
"7678";"7525";1000;2;10000;9,00000000000001;10;0,111;0,104
"7679";"9010";1000;2;10000;9,00000000000001;10;0,098;0,074
"7680";"9901";1000;2;10000;9,00000000000001;10;0,259;0
"7681";"5050";1000;2;10000;10;10;0,173;0,17
"7682";"7525";1000;2;10000;10;10;0,145;0,129
"7683";"9010";1000;2;10000;10;10;0,099;0,103
"7684";"9901";1000;2;10000;10;10;0,292;0
"7685";"5050";1000;2;10000;20;10;0,525;0,482
"7686";"7525";1000;2;10000;20;10;0,391;0,407
"7687";"9010";1000;2;10000;20;10;0,211;0,212
"7688";"9901";1000;2;10000;20;10;0,816;0
"7689";"5050";1000;2;10000;50;10;0,999;0,998
"7690";"7525";1000;2;10000;50;10;0,989;0,99
"7691";"9010";1000;2;10000;50;10;0,855;0,834
"7692";"9901";1000;2;10000;50;10;1;0,002
"7693";"5050";1000;2;10000;100;10;1;1
"7694";"7525";1000;2;10000;100;10;1;1
"7695";"9010";1000;2;10000;100;10;1;1
"7696";"9901";1000;2;10000;100;10;1;1
"7697";"5050";1000;5;10000;1;1;0,7;0,701
"7698";"7525";1000;5;10000;1;1;0,592;0,575
"7699";"9010";1000;5;10000;1;1;0,319;0,328
"7700";"9901";1000;5;10000;1;1;0,086;0,082
"7701";"5050";1000;5;10000;2;1;0,999;0,998
"7702";"7525";1000;5;10000;2;1;0,992;0,988
"7703";"9010";1000;5;10000;2;1;0,85;0,844
"7704";"9901";1000;5;10000;2;1;0,159;0,18
"7705";"5050";1000;5;10000;3;1;1;1
"7706";"7525";1000;5;10000;3;1;1;1
"7707";"9010";1000;5;10000;3;1;0,99;0,994
"7708";"9901";1000;5;10000;3;1;0,305;0,3
"7709";"5050";1000;5;10000;4;1;1;1
"7710";"7525";1000;5;10000;4;1;1;1
"7711";"9010";1000;5;10000;4;1;1;1
"7712";"9901";1000;5;10000;4;1;0,533;0,501
"7713";"5050";1000;5;10000;5;1;1;1
"7714";"7525";1000;5;10000;5;1;1;1
"7715";"9010";1000;5;10000;5;1;1;1
"7716";"9901";1000;5;10000;5;1;0,691;0,674
"7717";"5050";1000;5;10000;6,00000000000001;1;1;1
"7718";"7525";1000;5;10000;6,00000000000001;1;1;1
"7719";"9010";1000;5;10000;6,00000000000001;1;1;1
"7720";"9901";1000;5;10000;6,00000000000001;1;0,861;0,823
"7721";"5050";1000;5;10000;7,00000000000001;1;1;1
"7722";"7525";1000;5;10000;7,00000000000001;1;1;1
"7723";"9010";1000;5;10000;7,00000000000001;1;1;1
"7724";"9901";1000;5;10000;7,00000000000001;1;0,937;0,917
"7725";"5050";1000;5;10000;8,00000000000001;1;1;1
"7726";"7525";1000;5;10000;8,00000000000001;1;1;1
"7727";"9010";1000;5;10000;8,00000000000001;1;1;1
"7728";"9901";1000;5;10000;8,00000000000001;1;0,978;0,971
"7729";"5050";1000;5;10000;9,00000000000001;1;1;1
"7730";"7525";1000;5;10000;9,00000000000001;1;1;1
"7731";"9010";1000;5;10000;9,00000000000001;1;1;1
"7732";"9901";1000;5;10000;9,00000000000001;1;0,991;0,986
"7733";"5050";1000;5;10000;10;1;1;1
"7734";"7525";1000;5;10000;10;1;1;1
"7735";"9010";1000;5;10000;10;1;1;1
"7736";"9901";1000;5;10000;10;1;0,996;0,997
"7737";"5050";1000;5;10000;20;1;1;1
"7738";"7525";1000;5;10000;20;1;1;1
"7739";"9010";1000;5;10000;20;1;1;1
"7740";"9901";1000;5;10000;20;1;1;1
"7741";"5050";1000;5;10000;50;1;1;1
"7742";"7525";1000;5;10000;50;1;1;1
"7743";"9010";1000;5;10000;50;1;1;1
"7744";"9901";1000;5;10000;50;1;1;1
"7745";"5050";1000;5;10000;100;1;1;1
"7746";"7525";1000;5;10000;100;1;1;1
"7747";"9010";1000;5;10000;100;1;1;1
"7748";"9901";1000;5;10000;100;1;1;1
"7749";"5050";1000;5;10000;1;2;0,241;0,213
"7750";"7525";1000;5;10000;1;2;0,191;0,182
"7751";"9010";1000;5;10000;1;2;0,098;0,111
"7752";"9901";1000;5;10000;1;2;0,084;0,004
"7753";"5050";1000;5;10000;2;2;0,722;0,697
"7754";"7525";1000;5;10000;2;2;0,596;0,548
"7755";"9010";1000;5;10000;2;2;0,337;0,327
"7756";"9901";1000;5;10000;2;2;0,167;0,02
"7757";"5050";1000;5;10000;3;2;0,959;0,952
"7758";"7525";1000;5;10000;3;2;0,91;0,889
"7759";"9010";1000;5;10000;3;2;0,609;0,594
"7760";"9901";1000;5;10000;3;2;0,289;0,046
"7761";"5050";1000;5;10000;4;2;0,997;0,999
"7762";"7525";1000;5;10000;4;2;0,997;0,99
"7763";"9010";1000;5;10000;4;2;0,855;0,828
"7764";"9901";1000;5;10000;4;2;0,489;0,119
"7765";"5050";1000;5;10000;5;2;1;1
"7766";"7525";1000;5;10000;5;2;1;0,999
"7767";"9010";1000;5;10000;5;2;0,965;0,959
"7768";"9901";1000;5;10000;5;2;0,675;0,249
"7769";"5050";1000;5;10000;6,00000000000001;2;1;1
"7770";"7525";1000;5;10000;6,00000000000001;2;1;1
"7771";"9010";1000;5;10000;6,00000000000001;2;0,998;0,994
"7772";"9901";1000;5;10000;6,00000000000001;2;0,819;0,408
"7773";"5050";1000;5;10000;7,00000000000001;2;1;1
"7774";"7525";1000;5;10000;7,00000000000001;2;1;1
"7775";"9010";1000;5;10000;7,00000000000001;2;1;1
"7776";"9901";1000;5;10000;7,00000000000001;2;0,933;0,611
"7777";"5050";1000;5;10000;8,00000000000001;2;1;1
"7778";"7525";1000;5;10000;8,00000000000001;2;1;1
"7779";"9010";1000;5;10000;8,00000000000001;2;1;1
"7780";"9901";1000;5;10000;8,00000000000001;2;0,97;0,788
"7781";"5050";1000;5;10000;9,00000000000001;2;1;1
"7782";"7525";1000;5;10000;9,00000000000001;2;1;1
"7783";"9010";1000;5;10000;9,00000000000001;2;1;1
"7784";"9901";1000;5;10000;9,00000000000001;2;0,991;0,887
"7785";"5050";1000;5;10000;10;2;1;1
"7786";"7525";1000;5;10000;10;2;1;1
"7787";"9010";1000;5;10000;10;2;1;1
"7788";"9901";1000;5;10000;10;2;0,999;0,962
"7789";"5050";1000;5;10000;20;2;1;1
"7790";"7525";1000;5;10000;20;2;1;1
"7791";"9010";1000;5;10000;20;2;1;1
"7792";"9901";1000;5;10000;20;2;1;1
"7793";"5050";1000;5;10000;50;2;1;1
"7794";"7525";1000;5;10000;50;2;1;1
"7795";"9010";1000;5;10000;50;2;1;1
"7796";"9901";1000;5;10000;50;2;1;1
"7797";"5050";1000;5;10000;100;2;1;1
"7798";"7525";1000;5;10000;100;2;1;1
"7799";"9010";1000;5;10000;100;2;1;1
"7800";"9901";1000;5;10000;100;2;1;1
"7801";"5050";1000;5;10000;1;5;0,088;0,066
"7802";"7525";1000;5;10000;1;5;0,064;0,069
"7803";"9010";1000;5;10000;1;5;0,066;0,06
"7804";"9901";1000;5;10000;1;5;0,067;0
"7805";"5050";1000;5;10000;2;5;0,178;0,176
"7806";"7525";1000;5;10000;2;5;0,123;0,123
"7807";"9010";1000;5;10000;2;5;0,087;0,101
"7808";"9901";1000;5;10000;2;5;0,141;0
"7809";"5050";1000;5;10000;3;5;0,34;0,332
"7810";"7525";1000;5;10000;3;5;0,265;0,25
"7811";"9010";1000;5;10000;3;5;0,152;0,127
"7812";"9901";1000;5;10000;3;5;0,254;0
"7813";"5050";1000;5;10000;4;5;0,536;0,479
"7814";"7525";1000;5;10000;4;5;0,393;0,401
"7815";"9010";1000;5;10000;4;5;0,211;0,216
"7816";"9901";1000;5;10000;4;5;0,402;0
"7817";"5050";1000;5;10000;5;5;0,724;0,699
"7818";"7525";1000;5;10000;5;5;0,553;0,564
"7819";"9010";1000;5;10000;5;5;0,319;0,299
"7820";"9901";1000;5;10000;5;5;0,623;0
"7821";"5050";1000;5;10000;6,00000000000001;5;0,845;0,821
"7822";"7525";1000;5;10000;6,00000000000001;5;0,744;0,715
"7823";"9010";1000;5;10000;6,00000000000001;5;0,426;0,436
"7824";"9901";1000;5;10000;6,00000000000001;5;0,77;0
"7825";"5050";1000;5;10000;7,00000000000001;5;0,925;0,925
"7826";"7525";1000;5;10000;7,00000000000001;5;0,841;0,865
"7827";"9010";1000;5;10000;7,00000000000001;5;0,558;0,502
"7828";"9901";1000;5;10000;7,00000000000001;5;0,882;0
"7829";"5050";1000;5;10000;8,00000000000001;5;0,978;0,976
"7830";"7525";1000;5;10000;8,00000000000001;5;0,941;0,927
"7831";"9010";1000;5;10000;8,00000000000001;5;0,68;0,648
"7832";"9901";1000;5;10000;8,00000000000001;5;0,951;0,003
"7833";"5050";1000;5;10000;9,00000000000001;5;0,992;0,992
"7834";"7525";1000;5;10000;9,00000000000001;5;0,98;0,948
"7835";"9010";1000;5;10000;9,00000000000001;5;0,742;0,731
"7836";"9901";1000;5;10000;9,00000000000001;5;0,975;0,008
"7837";"5050";1000;5;10000;10;5;0,998;1
"7838";"7525";1000;5;10000;10;5;0,99;0,993
"7839";"9010";1000;5;10000;10;5;0,852;0,854
"7840";"9901";1000;5;10000;10;5;0,991;0,021
"7841";"5050";1000;5;10000;20;5;1;1
"7842";"7525";1000;5;10000;20;5;1;1
"7843";"9010";1000;5;10000;20;5;1;1
"7844";"9901";1000;5;10000;20;5;1;0,989
"7845";"5050";1000;5;10000;50;5;1;1
"7846";"7525";1000;5;10000;50;5;1;1
"7847";"9010";1000;5;10000;50;5;1;1
"7848";"9901";1000;5;10000;50;5;1;1
"7849";"5050";1000;5;10000;100;5;1;1
"7850";"7525";1000;5;10000;100;5;1;1
"7851";"9010";1000;5;10000;100;5;1;1
"7852";"9901";1000;5;10000;100;5;1;1
"7853";"5050";1000;5;10000;1;10;0,057;0,05
"7854";"7525";1000;5;10000;1;10;0,064;0,05
"7855";"9010";1000;5;10000;1;10;0,044;0,053
"7856";"9901";1000;5;10000;1;10;0,061;0
"7857";"5050";1000;5;10000;2;10;0,088;0,086
"7858";"7525";1000;5;10000;2;10;0,078;0,068
"7859";"9010";1000;5;10000;2;10;0,054;0,066
"7860";"9901";1000;5;10000;2;10;0,111;0
"7861";"5050";1000;5;10000;3;10;0,117;0,131
"7862";"7525";1000;5;10000;3;10;0,096;0,105
"7863";"9010";1000;5;10000;3;10;0,08;0,064
"7864";"9901";1000;5;10000;3;10;0,175;0
"7865";"5050";1000;5;10000;4;10;0,175;0,157
"7866";"7525";1000;5;10000;4;10;0,142;0,14
"7867";"9010";1000;5;10000;4;10;0,105;0,077
"7868";"9901";1000;5;10000;4;10;0,268;0
"7869";"5050";1000;5;10000;5;10;0,263;0,233
"7870";"7525";1000;5;10000;5;10;0,213;0,176
"7871";"9010";1000;5;10000;5;10;0,114;0,131
"7872";"9901";1000;5;10000;5;10;0,42;0
"7873";"5050";1000;5;10000;6,00000000000001;10;0,284;0,286
"7874";"7525";1000;5;10000;6,00000000000001;10;0,256;0,249
"7875";"9010";1000;5;10000;6,00000000000001;10;0,145;0,15
"7876";"9901";1000;5;10000;6,00000000000001;10;0,563;0
"7877";"5050";1000;5;10000;7,00000000000001;10;0,371;0,356
"7878";"7525";1000;5;10000;7,00000000000001;10;0,322;0,316
"7879";"9010";1000;5;10000;7,00000000000001;10;0,184;0,158
"7880";"9901";1000;5;10000;7,00000000000001;10;0,699;0
"7881";"5050";1000;5;10000;8,00000000000001;10;0,521;0,521
"7882";"7525";1000;5;10000;8,00000000000001;10;0,399;0,41
"7883";"9010";1000;5;10000;8,00000000000001;10;0,216;0,223
"7884";"9901";1000;5;10000;8,00000000000001;10;0,811;0
"7885";"5050";1000;5;10000;9,00000000000001;10;0,623;0,595
"7886";"7525";1000;5;10000;9,00000000000001;10;0,501;0,49
"7887";"9010";1000;5;10000;9,00000000000001;10;0,26;0,249
"7888";"9901";1000;5;10000;9,00000000000001;10;0,872;0
"7889";"5050";1000;5;10000;10;10;0,693;0,685
"7890";"7525";1000;5;10000;10;10;0,581;0,575
"7891";"9010";1000;5;10000;10;10;0,326;0,318
"7892";"9901";1000;5;10000;10;10;0,953;0
"7893";"5050";1000;5;10000;20;10;1;0,999
"7894";"7525";1000;5;10000;20;10;0,987;0,984
"7895";"9010";1000;5;10000;20;10;0,851;0,827
"7896";"9901";1000;5;10000;20;10;1;0,003
"7897";"5050";1000;5;10000;50;10;1;1
"7898";"7525";1000;5;10000;50;10;1;1
"7899";"9010";1000;5;10000;50;10;1;1
"7900";"9901";1000;5;10000;50;10;1;1
"7901";"5050";1000;5;10000;100;10;1;1
"7902";"7525";1000;5;10000;100;10;1;1
"7903";"9010";1000;5;10000;100;10;1;1
"7904";"9901";1000;5;10000;100;10;1;1
"7905";"5050";1000;10;10000;1;1;0,999;0,999
"7906";"7525";1000;10;10000;1;1;0,992;0,991
"7907";"9010";1000;10;10000;1;1;0,861;0,85
"7908";"9901";1000;10;10000;1;1;0,159;0,152
"7909";"5050";1000;10;10000;2;1;1;1
"7910";"7525";1000;10;10000;2;1;1;1
"7911";"9010";1000;10;10000;2;1;1;0,999
"7912";"9901";1000;10;10000;2;1;0,488;0,519
"7913";"5050";1000;10;10000;3;1;1;1
"7914";"7525";1000;10;10000;3;1;1;1
"7915";"9010";1000;10;10000;3;1;1;1
"7916";"9901";1000;10;10000;3;1;0,844;0,827
"7917";"5050";1000;10;10000;4;1;1;1
"7918";"7525";1000;10;10000;4;1;1;1
"7919";"9010";1000;10;10000;4;1;1;1
"7920";"9901";1000;10;10000;4;1;0,98;0,974
"7921";"5050";1000;10;10000;5;1;1;1
"7922";"7525";1000;10;10000;5;1;1;1
"7923";"9010";1000;10;10000;5;1;1;1
"7924";"9901";1000;10;10000;5;1;1;0,998
"7925";"5050";1000;10;10000;6,00000000000001;1;1;1
"7926";"7525";1000;10;10000;6,00000000000001;1;1;1
"7927";"9010";1000;10;10000;6,00000000000001;1;1;1
"7928";"9901";1000;10;10000;6,00000000000001;1;1;1
"7929";"5050";1000;10;10000;7,00000000000001;1;1;1
"7930";"7525";1000;10;10000;7,00000000000001;1;1;1
"7931";"9010";1000;10;10000;7,00000000000001;1;1;1
"7932";"9901";1000;10;10000;7,00000000000001;1;1;1
"7933";"5050";1000;10;10000;8,00000000000001;1;1;1
"7934";"7525";1000;10;10000;8,00000000000001;1;1;1
"7935";"9010";1000;10;10000;8,00000000000001;1;1;1
"7936";"9901";1000;10;10000;8,00000000000001;1;1;1
"7937";"5050";1000;10;10000;9,00000000000001;1;1;1
"7938";"7525";1000;10;10000;9,00000000000001;1;1;1
"7939";"9010";1000;10;10000;9,00000000000001;1;1;1
"7940";"9901";1000;10;10000;9,00000000000001;1;1;1
"7941";"5050";1000;10;10000;10;1;1;1
"7942";"7525";1000;10;10000;10;1;1;1
"7943";"9010";1000;10;10000;10;1;1;1
"7944";"9901";1000;10;10000;10;1;1;1
"7945";"5050";1000;10;10000;20;1;1;1
"7946";"7525";1000;10;10000;20;1;1;1
"7947";"9010";1000;10;10000;20;1;1;1
"7948";"9901";1000;10;10000;20;1;1;1
"7949";"5050";1000;10;10000;50;1;1;1
"7950";"7525";1000;10;10000;50;1;1;1
"7951";"9010";1000;10;10000;50;1;1;1
"7952";"9901";1000;10;10000;50;1;1;1
"7953";"5050";1000;10;10000;100;1;1;1
"7954";"7525";1000;10;10000;100;1;1;1
"7955";"9010";1000;10;10000;100;1;1;1
"7956";"9901";1000;10;10000;100;1;1;1
"7957";"5050";1000;10;10000;1;2;0,714;0,654
"7958";"7525";1000;10;10000;1;2;0,595;0,548
"7959";"9010";1000;10;10000;1;2;0,294;0,307
"7960";"9901";1000;10;10000;1;2;0,168;0,017
"7961";"5050";1000;10;10000;2;2;1;0,998
"7962";"7525";1000;10;10000;2;2;0,988;0,988
"7963";"9010";1000;10;10000;2;2;0,837;0,825
"7964";"9901";1000;10;10000;2;2;0,515;0,114
"7965";"5050";1000;10;10000;3;2;1;1
"7966";"7525";1000;10;10000;3;2;1;1
"7967";"9010";1000;10;10000;3;2;0,993;0,993
"7968";"9901";1000;10;10000;3;2;0,824;0,435
"7969";"5050";1000;10;10000;4;2;1;1
"7970";"7525";1000;10;10000;4;2;1;1
"7971";"9010";1000;10;10000;4;2;1;0,999
"7972";"9901";1000;10;10000;4;2;0,965;0,784
"7973";"5050";1000;10;10000;5;2;1;1
"7974";"7525";1000;10;10000;5;2;1;1
"7975";"9010";1000;10;10000;5;2;1;1
"7976";"9901";1000;10;10000;5;2;1;0,968
"7977";"5050";1000;10;10000;6,00000000000001;2;1;1
"7978";"7525";1000;10;10000;6,00000000000001;2;1;1
"7979";"9010";1000;10;10000;6,00000000000001;2;1;1
"7980";"9901";1000;10;10000;6,00000000000001;2;1;0,997
"7981";"5050";1000;10;10000;7,00000000000001;2;1;1
"7982";"7525";1000;10;10000;7,00000000000001;2;1;1
"7983";"9010";1000;10;10000;7,00000000000001;2;1;1
"7984";"9901";1000;10;10000;7,00000000000001;2;1;1
"7985";"5050";1000;10;10000;8,00000000000001;2;1;1
"7986";"7525";1000;10;10000;8,00000000000001;2;1;1
"7987";"9010";1000;10;10000;8,00000000000001;2;1;1
"7988";"9901";1000;10;10000;8,00000000000001;2;1;1
"7989";"5050";1000;10;10000;9,00000000000001;2;1;1
"7990";"7525";1000;10;10000;9,00000000000001;2;1;1
"7991";"9010";1000;10;10000;9,00000000000001;2;1;1
"7992";"9901";1000;10;10000;9,00000000000001;2;1;1
"7993";"5050";1000;10;10000;10;2;1;1
"7994";"7525";1000;10;10000;10;2;1;1
"7995";"9010";1000;10;10000;10;2;1;1
"7996";"9901";1000;10;10000;10;2;1;1
"7997";"5050";1000;10;10000;20;2;1;1
"7998";"7525";1000;10;10000;20;2;1;1
"7999";"9010";1000;10;10000;20;2;1;1
"8000";"9901";1000;10;10000;20;2;1;1
"8001";"5050";1000;10;10000;50;2;1;1
"8002";"7525";1000;10;10000;50;2;1;1
"8003";"9010";1000;10;10000;50;2;1;1
"8004";"9901";1000;10;10000;50;2;1;1
"8005";"5050";1000;10;10000;100;2;1;1
"8006";"7525";1000;10;10000;100;2;1;1
"8007";"9010";1000;10;10000;100;2;1;1
"8008";"9901";1000;10;10000;100;2;1;1
"8009";"5050";1000;10;10000;1;5;0,172;0,167
"8010";"7525";1000;10;10000;1;5;0,139;0,151
"8011";"9010";1000;10;10000;1;5;0,094;0,086
"8012";"9901";1000;10;10000;1;5;0,128;0
"8013";"5050";1000;10;10000;2;5;0,526;0,51
"8014";"7525";1000;10;10000;2;5;0,424;0,415
"8015";"9010";1000;10;10000;2;5;0,214;0,208
"8016";"9901";1000;10;10000;2;5;0,439;0
"8017";"5050";1000;10;10000;3;5;0,858;0,841
"8018";"7525";1000;10;10000;3;5;0,737;0,703
"8019";"9010";1000;10;10000;3;5;0,444;0,427
"8020";"9901";1000;10;10000;3;5;0,766;0
"8021";"5050";1000;10;10000;4;5;0,98;0,99
"8022";"7525";1000;10;10000;4;5;0,932;0,918
"8023";"9010";1000;10;10000;4;5;0,659;0,605
"8024";"9901";1000;10;10000;4;5;0,942;0,004
"8025";"5050";1000;10;10000;5;5;0,998;1
"8026";"7525";1000;10;10000;5;5;0,993;0,989
"8027";"9010";1000;10;10000;5;5;0,852;0,832
"8028";"9901";1000;10;10000;5;5;0,995;0,019
"8029";"5050";1000;10;10000;6,00000000000001;5;1;1
"8030";"7525";1000;10;10000;6,00000000000001;5;0,999;1
"8031";"9010";1000;10;10000;6,00000000000001;5;0,956;0,933
"8032";"9901";1000;10;10000;6,00000000000001;5;0,999;0,129
"8033";"5050";1000;10;10000;7,00000000000001;5;1;1
"8034";"7525";1000;10;10000;7,00000000000001;5;1;1
"8035";"9010";1000;10;10000;7,00000000000001;5;0,988;0,975
"8036";"9901";1000;10;10000;7,00000000000001;5;1;0,409
"8037";"5050";1000;10;10000;8,00000000000001;5;1;1
"8038";"7525";1000;10;10000;8,00000000000001;5;1;1
"8039";"9010";1000;10;10000;8,00000000000001;5;0,998;0,994
"8040";"9901";1000;10;10000;8,00000000000001;5;1;0,726
"8041";"5050";1000;10;10000;9,00000000000001;5;1;1
"8042";"7525";1000;10;10000;9,00000000000001;5;1;1
"8043";"9010";1000;10;10000;9,00000000000001;5;1;0,997
"8044";"9901";1000;10;10000;9,00000000000001;5;1;0,915
"8045";"5050";1000;10;10000;10;5;1;1
"8046";"7525";1000;10;10000;10;5;1;1
"8047";"9010";1000;10;10000;10;5;0,999;1
"8048";"9901";1000;10;10000;10;5;1;0,989
"8049";"5050";1000;10;10000;20;5;1;1
"8050";"7525";1000;10;10000;20;5;1;1
"8051";"9010";1000;10;10000;20;5;1;1
"8052";"9901";1000;10;10000;20;5;1;1
"8053";"5050";1000;10;10000;50;5;1;1
"8054";"7525";1000;10;10000;50;5;1;1
"8055";"9010";1000;10;10000;50;5;1;1
"8056";"9901";1000;10;10000;50;5;1;1
"8057";"5050";1000;10;10000;100;5;1;1
"8058";"7525";1000;10;10000;100;5;1;1
"8059";"9010";1000;10;10000;100;5;1;1
"8060";"9901";1000;10;10000;100;5;1;1
"8061";"5050";1000;10;10000;1;10;0,072;0,068
